PLAYER_NAME,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,STATS_TIMEFRAME,FROM_YEAR,TO_YEAR
Tim Kempton,Charlotte,Hornets,CHA,7,C,82.0,245.0,Notre Dame,USA,1986.0,2.0,124.0,0.0,4.5,2.8,1.1,Career,1986,1997
Frank Kendrick,Golden State,Warriors,GSW,34,F,78.0,198.0,Purdue,USA,1974.0,2.0,47.0,0.0,3.3,1.5,0.3,Career,1974,1974
Luke Kennard,Memphis,Grizzlies,MEM,10,G,77.0,206.0,Duke,USA,2017.0,1.0,12.0,1.0,8.9,2.8,3.3,Season,2017,2024
D.J. Kennedy,Cleveland,Cavaliers,CLE,12,G-F,77.0,214.0,St. John's (NY),USA,,,0.0,0.0,6.0,3.5,1.5,Career,2011,2011
Eugene Kennedy,Houston,Rockets,HOU,12,F,77.0,205.0,TCU,USA,1971.0,2.0,139.0,0.0,2.0,1.6,0.2,Career,1976,1976
Joe Kennedy,Oklahoma City,Thunder,OKC,34,F,78.0,210.0,Duke,USA,1968.0,2.0,122.0,0.0,5.3,3.0,0.8,Career,1968,1969
William Kennedy,Golden State,Warriors,GSW,34,G,71.0,180.0,Temple,USA,1960.0,2.0,15.0,0.0,1.7,1.1,1.3,Career,1960,1960
Larry Kenon,San Antonio,Spurs,SAS,9,F,81.0,205.0,Memphis,USA,1973.0,2.0,50.0,0.0,17.0,7.8,2.6,Career,1976,1982
Bill Kenville,Philadelphia,76ers,PHI,10,G,74.0,187.0,St. Bonaventure,USA,1953.0,,0.0,0.0,7.1,3.5,2.1,Career,1953,1959
Jonathan Kerner,Orlando,Magic,ORL,44,C,83.0,245.0,East Carolina,USA,,,0.0,0.0,0.0,0.0,0.0,Career,1998,2002
Johnny Kerr,Philadelphia,76ers,PHI,43,C,81.0,230.0,Illinois,USA,1954.0,1.0,6.0,0.0,13.8,11.2,2.2,Career,1954,1965
Steve Kerr,Chicago,Bulls,CHI,25,G,73.0,180.0,Arizona,USA,1988.0,2.0,50.0,0.0,6.0,1.2,1.8,Career,1988,2002
Jack Kerris,Detroit,Pistons,DET,15,F,78.0,215.0,Loyola-Chicago,USA,1949.0,1.0,9.0,0.0,7.6,6.3,2.5,Career,1949,1952
Jerome Kersey,Portland,Trail Blazers,POR,25,F,79.0,245.0,Longwood,USA,1984.0,2.0,46.0,0.0,10.3,5.5,1.9,Career,1984,2000
Alec Kessler,Miami,Heat,MIA,33,F,83.0,230.0,Georgia,USA,1990.0,1.0,12.0,0.0,5.2,3.6,0.4,Career,1990,1993
Walker Kessler,Utah,Jazz,UTA,24,C,84.0,245.0,Auburn,USA,2022.0,1.0,22.0,1.0,11.1,12.2,1.7,Season,2022,2024
Lari Ketner,Cleveland,Cavaliers,CLE,0,C-F,82.0,285.0,Massachusetts,USA,1999.0,2.0,49.0,0.0,1.4,1.4,0.1,Career,1999,2000
Braxton Key,Golden State,Warriors,GSW,12,F,80.0,225.0,Virginia,USA,,,0.0,1.0,1.0,0.7,0.0,Season,2021,2024
Randolph Keys,Cleveland,Cavaliers,CLE,31,F,79.0,210.0,Southern Mississippi,USA,1988.0,1.0,22.0,0.0,5.2,2.3,0.8,Career,1988,1995
Viktor Khryapa,Portland,Trail Blazers,POR,38,F,81.0,218.0,CSKA Moscow,Russia,2004.0,1.0,22.0,0.0,4.5,3.4,1.0,Career,2004,2007
Jason Kidd,Brooklyn,Nets,BKN,5,G,76.0,210.0,California,USA,1994.0,1.0,2.0,0.0,12.6,6.3,8.7,Career,1994,2012
Stanton Kidd,Utah,Jazz,UTA,15,F,78.0,216.0,Colorado State,USA,,,0.0,0.0,0.0,0.8,0.3,Career,2019,2019
Warren Kidd,Philadelphia,76ers,PHI,43,F,81.0,235.0,Middle Tennessee State,USA,,,0.0,0.0,3.6,3.4,0.3,Career,1993,1993
Michael Kidd-Gilchrist,Charlotte,Hornets,CHA,9,F,78.0,232.0,Kentucky,USA,2012.0,1.0,2.0,0.0,8.4,5.4,1.2,Career,2012,2019
Irv Kiffin,San Antonio,Spurs,SAS,21,F,81.0,225.0,Oklahoma Baptist,USA,,,0.0,0.0,3.2,1.5,0.7,Career,1979,1979
Jack Kiley,Detroit,Pistons,DET,10,G,73.0,170.0,Syracuse,USA,1951.0,2.0,13.0,0.0,2.3,1.0,1.2,Career,1951,1952
Ernie Killum,Los Angeles,Lakers,LAL,20,G,75.0,180.0,Stetson,USA,1970.0,2.0,30.0,0.0,0.3,0.5,0.0,Career,1970,1970
Carl Kilpatrick,Utah,Jazz,UTA,51,C,82.0,230.0,Louisiana-Monroe,USA,1978.0,2.0,158.0,0.0,1.5,2.0,0.0,Career,1979,1979
Sean Kilpatrick,Brooklyn,Nets,BKN,0,G,76.0,212.0,Cincinnati,USA,,,0.0,0.0,10.3,2.7,1.5,Career,2014,2017
Toby Kimball,Houston,Rockets,HOU,7,F,78.0,220.0,Connecticut,USA,1965.0,2.0,26.0,0.0,6.1,6.8,1.0,Career,1966,1974
Bo Kimble,LA,Clippers,LAC,16,G,76.0,190.0,Loyola-Marymount,USA,1990.0,1.0,8.0,0.0,5.5,1.5,0.9,Career,1990,1992
Stan Kimbrough,Detroit,Pistons,DET,21,F,71.0,153.0,Xavier,USA,,,0.0,0.0,1.6,0.5,0.5,Career,1989,1992
Chad Kinch,Cleveland,Cavaliers,CLE,21,G,76.0,190.0,North Carolina-Charlotte,USA,1980.0,1.0,22.0,0.0,2.9,0.8,1.1,Career,1980,1980
Albert King,Brooklyn,Nets,BKN,15,F,78.0,190.0,Maryland,USA,1981.0,1.0,10.0,0.0,12.1,4.2,2.2,Career,1981,1991
Bernard King,Washington,Wizards,WAS,30,F,79.0,205.0,Tennessee,USA,1977.0,1.0,7.0,0.0,22.5,5.8,3.3,Career,1977,1992
Chris King,Memphis,Grizzlies,MEM,17,F,80.0,215.0,Wake Forest,USA,1992.0,2.0,45.0,0.0,6.7,3.0,1.1,Career,1993,1998
Frankie King,Philadelphia,76ers,PHI,20,G,73.0,185.0,Western Carolina,USA,1995.0,2.0,37.0,0.0,2.1,1.2,0.5,Career,1995,1996
George King,Philadelphia,76ers,PHI,15,G,72.0,175.0,University of Charleston,USA,1950.0,2.0,0.0,0.0,10.3,3.9,4.8,Career,1951,1957
George King,Dallas,Mavericks,DAL,8,F,78.0,220.0,University of Colorado Boulder,USA,2018.0,2.0,59.0,0.0,0.2,1.2,0.0,Career,2018,2021
Gerard King,Washington,Wizards,WAS,51,C-F,81.0,250.0,Nicholls State,USA,,,0.0,0.0,4.5,3.1,0.7,Career,1998,2000
Jim King,Los Angeles,Lakers,LAL,21,G,74.0,175.0,Tulsa,USA,1963.0,2.0,13.0,0.0,7.2,2.5,2.3,Career,1963,1972
Jimmy King,Toronto,Raptors,TOR,13,G,77.0,210.0,Michigan,USA,1995.0,2.0,35.0,0.0,4.5,1.8,1.4,Career,1995,1996
Louis King,Philadelphia,76ers,PHI,23,F,79.0,205.0,Oregon,USA,,,0.0,0.0,4.8,1.6,0.9,Career,2019,2022
Maury King,Washington,Wizards,WAS,22,G,74.0,195.0,Kansas,USA,1957.0,2.0,48.0,0.0,5.9,2.8,3.8,Career,1959,1962
Reggie King,Sacramento,Kings,SAC,51,F,78.0,225.0,Alabama,USA,1979.0,1.0,18.0,0.0,8.9,6.2,1.6,Career,1979,1984
Rich King,Oklahoma City,Thunder,OKC,45,C,86.0,260.0,Nebraska,USA,1991.0,1.0,14.0,0.0,1.9,1.0,0.3,Career,1991,1994
Stacey King,Chicago,Bulls,CHI,33,F-C,83.0,250.0,Oklahoma,USA,1989.0,1.0,6.0,0.0,6.4,3.3,0.9,Career,1989,1996
Bob Kinney,Boston,Celtics,BOS,22,C,78.0,215.0,Rice,USA,,,0.0,0.0,9.5,0.0,1.5,Career,1948,1949
Tarence Kinsey,Memphis,Grizzlies,MEM,8,G,78.0,189.0,South Carolina,USA,,,0.0,0.0,4.7,1.3,0.5,Career,2006,2008
Andrei Kirilenko,Utah,Jazz,UTA,47,F,81.0,235.0,CSKA Moscow,Russia,1999.0,1.0,24.0,0.0,11.8,5.5,2.7,Career,2001,2014
Alex Kirk,Cleveland,Cavaliers,CLE,53,C,84.0,245.0,New Mexico,USA,,,0.0,0.0,0.8,0.2,0.2,Career,2014,2014
Walt Kirk,Atlanta,Hawks,ATL,16,G,75.0,173.0,Illinois,USA,,,0.0,0.0,7.7,4.0,2.1,Career,1948,1951
Corey Kispert,Washington,Wizards,WAS,24,F,78.0,224.0,Gonzaga,USA,2021.0,1.0,15.0,1.0,11.6,3.0,1.7,Season,2021,2024
Doug Kistler,New York,Knicks,NYK,5,F,81.0,210.0,Duke,USA,1961.0,2.0,26.0,0.0,1.6,0.2,0.0,Career,1961,1961
Curtis Kitchen,Oklahoma City,Thunder,OKC,42,F,81.0,235.0,South Florida,USA,1986.0,2.0,122.0,0.0,1.5,1.5,0.2,Career,1986,1986
Greg Kite,Orlando,Magic,ORL,54,C,83.0,250.0,Brigham Young,USA,1983.0,1.0,21.0,0.0,2.5,3.8,0.5,Career,1983,1994
Kerry Kittles,Brooklyn,Nets,BKN,30,G,77.0,180.0,Villanova,USA,1996.0,1.0,8.0,0.0,14.1,3.9,2.6,Career,1996,2004
Maxi Kleber,Los Angeles,Lakers,LAL,14,F,82.0,240.0,Bayern Munich,Germany,,,0.0,1.0,3.0,2.8,1.3,Season,2017,2024
Joe Kleine,Boston,Celtics,BOS,35,C,84.0,271.0,Arkansas,USA,1985.0,1.0,6.0,0.0,4.8,4.1,0.6,Career,1985,1999
Linas Kleiza,Denver,Nuggets,DEN,11,F,80.0,234.0,Missouri,Lithuania,2005.0,1.0,27.0,0.0,8.7,3.6,0.8,Career,2005,2012
Leo Klier,Detroit,Pistons,DET,7,G,74.0,170.0,Notre Dame,USA,,,0.0,0.0,7.1,0.0,1.6,Career,1948,1949
Bobi Klintman,Detroit,Pistons,DET,34,F,81.0,225.0,Cairns,Sweden,2024.0,2.0,37.0,1.0,1.9,0.9,0.9,Season,2024,2024
Duane Klueh,Detroit,Pistons,DET,6,G,75.0,175.0,Indiana State,USA,1949.0,2.0,0.0,0.0,8.2,3.0,1.5,Career,1949,1950
Dalton Knecht,Los Angeles,Lakers,LAL,4,F,78.0,215.0,Tennessee,USA,2024.0,1.0,17.0,1.0,9.1,2.8,0.8,Season,2024,2024
Billy Knight,Indiana,Pacers,IND,25,F,78.0,195.0,Pittsburgh,USA,1974.0,2.0,21.0,0.0,15.7,4.5,2.1,Career,1976,1984
Bob Knight,New York,Knicks,NYK,3,G-F,74.0,185.0,Weaver HS (CT),USA,,,0.0,0.0,3.5,0.5,4.0,Career,1954,1954
Brandin Knight,Houston,Rockets,HOU,10,G,72.0,180.0,Pittsburgh,USA,,,0.0,0.0,0.0,0.0,1.0,Career,2004,2004
Brandon Knight,Dallas,Mavericks,DAL,20,G,74.0,182.0,Kentucky,USA,2011.0,1.0,8.0,0.0,14.0,3.1,3.9,Career,2011,2021
Brevin Knight,Cleveland,Cavaliers,CLE,2,G,70.0,166.0,Stanford,USA,1997.0,1.0,16.0,0.0,7.3,2.4,6.1,Career,1997,2008
Nathan Knight,New York,Knicks,NYK,13,F-C,80.0,253.0,William & Mary,USA,,,0.0,0.0,3.7,2.0,0.4,Career,2020,2022
Negele Knight,Phoenix,Suns,PHX,11,G,73.0,175.0,Dayton,USA,1990.0,2.0,31.0,0.0,6.2,1.3,2.8,Career,1990,1998
Ron Knight,Portland,Trail Blazers,POR,38,F,79.0,215.0,California State-Los Angeles,USA,1970.0,2.0,76.0,0.0,4.7,2.8,0.8,Career,1970,1971
Toby Knight,New York,Knicks,NYK,43,F,81.0,210.0,Notre Dame,USA,1977.0,2.0,32.0,0.0,12.9,5.1,1.2,Career,1977,1981
Travis Knight,Los Angeles,Lakers,LAL,44,C,84.0,235.0,Connecticut,USA,1996.0,1.0,29.0,0.0,3.4,3.1,0.6,Career,1996,2002
Lee Knorek,New York,Knicks,NYK,19,C,79.0,215.0,Detroit,USA,,,0.0,0.0,6.7,0.0,1.6,Career,1946,1949
Dick Knostman,Philadelphia,76ers,PHI,10,C,78.0,215.0,Kansas State,USA,1953.0,,0.0,0.0,2.6,3.4,1.2,Career,1953,1953
Rod Knowles,Phoenix,Suns,PHX,23,C,81.0,215.0,Davidson,USA,1968.0,2.0,77.0,0.0,1.1,1.1,0.0,Career,1968,1968
Kevin Knox II,Golden State,Warriors,GSW,31,F,80.0,215.0,Kentucky,USA,2018.0,1.0,9.0,1.0,3.3,1.2,0.4,Season,2018,2024
Bart Kofoed,Utah,Jazz,UTA,12,F,76.0,210.0,Nebraska-Kearney,USA,1987.0,2.0,107.0,0.0,1.5,0.5,1.0,Career,1987,1992
Don Kojis,Houston,Rockets,HOU,21,F,75.0,202.0,Marquette,USA,1961.0,2.0,21.0,0.0,12.2,5.6,1.4,Career,1963,1974
Tyler Kolek,New York,Knicks,NYK,13,G,75.0,195.0,Marquette,USA,2024.0,2.0,34.0,1.0,2.0,0.7,1.7,Season,2024,2024
Christian Koloko,Los Angeles,Lakers,LAL,10,C,84.0,225.0,Arizona,Cameroon,2022.0,2.0,33.0,1.0,2.4,2.5,0.4,Season,2022,2024
Howard Komives,New York,Knicks,NYK,15,G,73.0,185.0,Bowling Green,USA,1964.0,2.0,13.0,0.0,10.2,2.4,4.0,Career,1964,1973
Jon Koncak,Atlanta,Hawks,ATL,45,C,84.0,250.0,Southern Methodist,USA,1985.0,1.0,5.0,0.0,4.5,4.9,1.0,Career,1985,1995
John Konchar,Memphis,Grizzlies,MEM,46,G,77.0,210.0,Indiana-Purdue Fort Wayne,USA,,,0.0,1.0,2.4,3.3,0.9,Season,2019,2024
Bud Koper,Golden State,Warriors,GSW,15,G,78.0,210.0,Oklahoma City,USA,1964.0,2.0,14.0,0.0,4.4,1.1,0.8,Career,1964,1964
Joe Kopicki,Washington,Wizards,WAS,50,F,81.0,240.0,Detroit,USA,1982.0,2.0,56.0,0.0,3.7,2.7,0.7,Career,1982,1984
Furkan Korkmaz,Philadelphia,76ers,PHI,30,G-F,79.0,202.0,Anadolu Efes,Turkey,2016.0,1.0,26.0,0.0,6.8,2.0,1.2,Career,2017,2023
Frank Kornet,Milwaukee,Bucks,MIL,8,F,81.0,225.0,Vanderbilt,USA,1989.0,2.0,30.0,0.0,1.9,1.1,0.3,Career,1989,1990
Luke Kornet,Boston,Celtics,BOS,40,C-F,85.0,250.0,Vanderbilt,USA,,,0.0,1.0,6.0,5.3,1.6,Season,2017,2024
Yaroslav Korolev,LA,Clippers,LAC,8,F,81.0,203.0,CSKA Moscow,Russia,2005.0,1.0,12.0,0.0,1.1,0.5,0.4,Career,2005,2006
Kyle Korver,Philadelphia,76ers,PHI,26,G-F,79.0,212.0,Creighton,USA,2003.0,2.0,51.0,0.0,9.7,3.0,1.7,Career,2003,2019
Len Kosmalski,Sacramento,Kings,SAC,55,C,83.0,245.0,Tennessee,USA,1974.0,2.0,24.0,0.0,1.4,1.9,0.7,Career,1974,1975
Harold Kottman,Boston,Celtics,BOS,9,C,80.0,220.0,Culver-Stockton,USA,,,0.0,0.0,3.1,0.0,0.3,Career,1946,1946
Kosta Koufos,Sacramento,Kings,SAC,41,C,84.0,245.0,Ohio State,USA,2008.0,1.0,23.0,0.0,5.7,5.0,0.5,Career,2008,2018
Tom Kozelko,Washington,Wizards,WAS,22,F,80.0,220.0,Toledo,USA,1973.0,2.0,48.0,0.0,2.2,1.8,0.5,Career,1973,1975
Arvid Kramer,Denver,Nuggets,DEN,41,C,81.0,220.0,Augustana (SD),USA,1979.0,2.0,45.0,0.0,2.0,1.5,0.4,Career,1979,1979
Barry Kramer,Golden State,Warriors,GSW,21,F,76.0,200.0,New York University,USA,1964.0,1.0,6.0,0.0,3.6,1.9,0.8,Career,1964,1964
Joel Kramer,Phoenix,Suns,PHX,50,F,79.0,203.0,San Diego State,USA,1978.0,2.0,63.0,0.0,3.8,2.8,1.0,Career,1978,1982
Viacheslav Kravtsov,Detroit,Pistons,DET,55,C,83.0,247.0,Donetsk,Ukraine,,,0.0,0.0,2.2,1.4,0.2,Career,2012,2013
Jim Krebs,Los Angeles,Lakers,LAL,32,C,80.0,230.0,Southern Methodist,USA,1957.0,1.0,3.0,0.0,8.0,6.2,0.8,Career,1957,1963
Vít Krejčí,Atlanta,Hawks,ATL,27,G,80.0,195.0,Zaragoza,Czech Republic,2020.0,2.0,37.0,1.0,7.2,2.7,2.6,Season,2021,2024
Wayne Kreklow,Boston,Celtics,BOS,20,G,76.0,175.0,Drake,USA,1979.0,2.0,53.0,0.0,1.2,0.5,0.4,Career,1980,1980
Tom Kron,Oklahoma City,Thunder,OKC,11,G,77.0,200.0,Kentucky,USA,1966.0,2.0,24.0,0.0,6.5,3.3,2.8,Career,1966,1968
Tom Kropp,Chicago,Bulls,CHI,44,G,75.0,205.0,Nebraska-Kearney,USA,1975.0,2.0,48.0,0.0,2.5,0.8,0.6,Career,1975,1976
Nenad Krstic,Brooklyn,Nets,BKN,4,C,84.0,240.0,Partizan,Serbia,2002.0,1.0,24.0,0.0,10.0,5.4,0.8,Career,2004,2010
Larry Krystkowiak,Milwaukee,Bucks,MIL,42,F,81.0,220.0,Montana,USA,1986.0,2.0,28.0,0.0,8.2,4.9,1.2,Career,1986,1996
Steve Kuberski,Boston,Celtics,BOS,33,F,80.0,215.0,Bradley,USA,1969.0,2.0,52.0,0.0,5.5,3.8,0.6,Career,1969,1977
Bruce Kuczenski,Brooklyn,Nets,BKN,7,F,82.0,230.0,Connecticut,USA,1983.0,2.0,59.0,0.0,1.9,1.5,0.5,Career,1983,1983
John Kuester,Sacramento,Kings,SAC,5,G,74.0,180.0,North Carolina,USA,1977.0,2.0,53.0,0.0,3.3,1.0,2.3,Career,1977,1979
Ray Kuka,New York,Knicks,NYK,12,F,75.0,200.0,Notre Dame,USA,,,0.0,0.0,4.9,0.0,0.7,Career,1947,1948
Toni Kukoc,Chicago,Bulls,CHI,7,F,83.0,235.0,Benetton Treviso,Croatia,1990.0,2.0,29.0,0.0,11.6,4.2,3.7,Career,1993,2005
Arnoldas Kulboka,Charlotte,Hornets,CHA,98,F,82.0,209.0,Bilbao,Lithuania,2018.0,2.0,55.0,0.0,0.0,0.0,0.0,Career,2021,2021
Jonathan Kuminga,Golden State,Warriors,GSW,0,F,79.0,225.0,NBA G League Ignite,DRC,2021.0,1.0,7.0,1.0,15.3,4.6,2.2,Season,2021,2024
Kevin Kunnert,Houston,Rockets,HOU,44,C,84.0,230.0,Iowa,USA,1973.0,1.0,12.0,0.0,8.3,7.3,1.4,Career,1973,1981
Mitch Kupchak,Washington,Wizards,WAS,25,F,81.0,230.0,North Carolina,USA,1976.0,1.0,13.0,0.0,10.2,5.4,0.7,Career,1976,1985
Charles Kupec,Los Angeles,Lakers,LAL,25,C,78.0,220.0,Michigan,USA,1975.0,2.0,56.0,0.0,4.1,2.1,0.7,Career,1975,1977
Rodions Kurucs,Brooklyn,Nets,BKN,0,F,81.0,228.0,FC Barcelona,Latvia,2018.0,2.0,40.0,0.0,6.0,3.1,0.9,Career,2018,2020
Rob Kurz,Golden State,Warriors,GSW,31,F,81.0,232.0,Notre Dame,USA,,,0.0,0.0,3.9,2.0,0.5,Career,2008,2009
Ibrahim Kutluay,Oklahoma City,Thunder,OKC,11,G,78.0,200.0,Ulkerspor,Turkey,,,0.0,0.0,0.0,0.2,0.0,Career,2004,2004
Kyle Kuzma,Milwaukee,Bucks,MIL,18,F,81.0,221.0,Utah,USA,2017.0,1.0,27.0,1.0,14.8,5.7,2.3,Season,2017,2024
Ognjen Kuzmic,Golden State,Warriors,GSW,1,C,84.0,260.0,Malaga,Serbia,2012.0,2.0,52.0,0.0,0.9,1.0,0.2,Career,2013,2014
Mindaugas Kuzminskas,New York,Knicks,NYK,91,F,81.0,215.0,Malaga,Lithuania,,,0.0,0.0,6.2,1.8,1.0,Career,2016,2017
Fred LaCour,Atlanta,Hawks,ATL,12,G,77.0,210.0,San Francisco,USA,1960.0,2.0,22.0,0.0,6.5,3.3,1.9,Career,1960,1962
Raef LaFrentz,Denver,Nuggets,DEN,9,C-F,83.0,240.0,Kansas,USA,1998.0,1.0,3.0,0.0,10.1,6.1,1.1,Career,1998,2008
Tom LaGarde,Dallas,Mavericks,DAL,34,C,82.0,220.0,North Carolina,USA,1977.0,1.0,9.0,0.0,7.6,5.1,1.5,Career,1977,1984
Jake LaRavia,Sacramento,Kings,SAC,33,F,79.0,235.0,Wake Forest,USA,2022.0,1.0,19.0,1.0,6.9,3.9,2.4,Season,2022,2024
Rusty LaRue,Chicago,Bulls,CHI,5,G,75.0,185.0,Wake Forest,USA,,,0.0,0.0,5.0,1.3,1.6,Career,1997,2003
Rudy LaRusso,Los Angeles,Lakers,LAL,35,F,80.0,220.0,Dartmouth,USA,1959.0,2.0,10.0,0.0,15.6,9.4,2.1,Career,1959,1968
Zach LaVine,Sacramento,Kings,SAC,8,G,77.0,200.0,UCLA,USA,2014.0,1.0,13.0,1.0,23.3,4.3,4.2,Season,2014,2024
Skal Labissiere,Sacramento,Kings,SAC,7,F-C,82.0,235.0,Kentucky,Haiti,2016.0,1.0,28.0,0.0,1.3,0.8,0.3,Season,2016,2024
Sam Lacey,Sacramento,Kings,SAC,44,C,82.0,235.0,New Mexico State,USA,1970.0,1.0,5.0,0.0,10.3,9.7,3.7,Career,1970,1982
Christian Laettner,Minnesota,Timberwolves,MIN,44,F-C,83.0,245.0,Duke,USA,1992.0,1.0,3.0,0.0,12.8,6.7,2.6,Career,1992,2004
Oliver Lafayette,Boston,Celtics,BOS,0,G,74.0,190.0,Houston,USA,,,0.0,0.0,7.0,4.0,2.0,Career,2009,2009
Bill Laimbeer,Detroit,Pistons,DET,40,C,83.0,245.0,Notre Dame,USA,1979.0,2.0,65.0,0.0,12.9,9.7,2.0,Career,1980,1993
Bo Lamar,Los Angeles,Lakers,LAL,11,G,73.0,180.0,Louisiana-Lafayette,USA,1973.0,2.0,44.0,0.0,7.1,1.3,2.5,Career,1976,1976
Anthony Lamb,Golden State,Warriors,GSW,40,F,78.0,227.0,Vermont,USA,,,0.0,0.0,6.2,3.3,1.4,Career,2020,2022
Doron Lamb,Orlando,Magic,ORL,1,G,76.0,200.0,Kentucky,USA,2012.0,2.0,42.0,0.0,3.5,1.0,0.8,Career,2012,2013
Jeremy Lamb,Sacramento,Kings,SAC,26,G-F,77.0,180.0,Connecticut,USA,2012.0,1.0,12.0,0.0,10.1,3.6,1.6,Career,2012,2021
John Lambert,Cleveland,Cavaliers,CLE,24,C,82.0,225.0,Southern California,USA,1975.0,1.0,15.0,0.0,3.8,3.3,0.6,Career,1975,1981
Jeff Lamp,Portland,Trail Blazers,POR,3,G,78.0,195.0,Virginia,USA,1981.0,1.0,15.0,0.0,5.1,1.5,0.9,Career,1981,1988
Maciej Lampe,Phoenix,Suns,PHX,15,F,83.0,275.0,Real Madrid,Poland,2003.0,2.0,30.0,0.0,3.4,2.2,0.3,Career,2003,2005
Jim Lampley,Philadelphia,76ers,PHI,11,F,82.0,230.0,Arkansas-Little Rock,USA,1983.0,2.0,102.0,0.0,3.0,5.0,0.0,Career,1986,1986
Sean Lampley,Miami,Heat,MIA,21,F,79.0,227.0,California,USA,2001.0,2.0,44.0,0.0,4.5,2.1,0.7,Career,2002,2003
Jock Landale,Houston,Rockets,HOU,2,C,83.0,255.0,St. Mary's,Australia,,,0.0,1.0,4.8,3.3,0.9,Season,2021,2024
Carl Landry,Sacramento,Kings,SAC,7,F,81.0,248.0,Purdue,USA,2007.0,2.0,31.0,0.0,10.8,4.9,0.7,Career,2007,2015
Marcus Landry,New York,Knicks,NYK,7,F,79.0,235.0,Wisconsin,USA,,,0.0,0.0,2.4,1.1,0.0,Career,2009,2009
Mark Landsberger,Los Angeles,Lakers,LAL,54,F,80.0,215.0,Arizona State,USA,1977.0,2.0,35.0,0.0,5.6,6.1,0.5,Career,1977,1983
Jerome Lane,Denver,Nuggets,DEN,30,F,78.0,230.0,Pittsburgh,USA,1988.0,1.0,23.0,0.0,5.3,5.8,1.5,Career,1988,1992
Andrew Lang,Phoenix,Suns,PHX,28,C,83.0,275.0,Arkansas,USA,1988.0,2.0,28.0,0.0,6.0,4.8,0.6,Career,1988,1999
Antonio Lang,Cleveland,Cavaliers,CLE,21,F,80.0,230.0,Duke,USA,1994.0,2.0,29.0,0.0,2.3,1.5,0.3,Career,1994,1999
James Lang,Washington,Wizards,WAS,52,C,82.0,305.0,Central Park Christian HS (AL),USA,2003.0,2.0,48.0,0.0,1.0,1.0,0.2,Career,2006,2006
Trajan Langdon,Cleveland,Cavaliers,CLE,21,G,75.0,197.0,Duke,USA,1999.0,1.0,11.0,0.0,5.4,1.3,1.3,Career,1999,2001
Keith Langford,San Antonio,Spurs,SAS,3,G,76.0,215.0,Kansas,USA,,,0.0,0.0,1.0,1.0,0.0,Career,2007,2007
Romeo Langford,Utah,Jazz,UTA,35,G-F,77.0,216.0,Indiana,USA,2019.0,1.0,14.0,0.0,4.6,2.1,0.7,Career,2019,2022
Dan Langhi,Houston,Rockets,HOU,14,F,83.0,220.0,Vanderbilt,USA,2000.0,2.0,31.0,0.0,3.0,1.5,0.3,Career,2000,2003
Bob Lanier,Detroit,Pistons,DET,16,C,83.0,250.0,St. Bonaventure,USA,1970.0,1.0,1.0,0.0,20.1,10.1,3.1,Career,1970,1983
Stu Lantz,Houston,Rockets,HOU,23,G,75.0,175.0,Nebraska,USA,1968.0,2.0,23.0,0.0,12.4,3.3,2.9,Career,1968,1975
Nicolas Laprovittola,San Antonio,Spurs,SAS,27,G,76.0,180.0,Estudiantes,Argentina,,,0.0,0.0,3.3,0.6,1.6,Career,2016,2016
York Larese,Golden State,Warriors,GSW,34,G,76.0,183.0,North Carolina,USA,1961.0,2.0,20.0,0.0,5.1,1.3,1.6,Career,1961,1961
Shane Larkin,Brooklyn,Nets,BKN,8,G,71.0,175.0,Miami,USA,2013.0,1.0,18.0,0.0,5.5,1.9,2.9,Career,2013,2017
Pelle Larsson,Miami,Heat,MIA,9,G,77.0,215.0,Arizona,Sweden,2024.0,2.0,44.0,1.0,4.6,1.7,1.2,Season,2024,2024
John Laskowski,Chicago,Bulls,CHI,31,G,78.0,185.0,Indiana,USA,1975.0,2.0,32.0,0.0,7.1,2.4,0.8,Career,1975,1976
Stephane Lasme,Miami,Heat,MIA,45,F,80.0,215.0,Massachusetts,Gabon,2007.0,2.0,46.0,0.0,5.2,3.3,0.2,Career,2007,2007
Dave Lattin,Phoenix,Suns,PHX,43,F,78.0,225.0,Texas-El Paso,USA,1967.0,1.0,10.0,0.0,4.5,3.8,0.6,Career,1967,1968
Priest Lauderdale,Denver,Nuggets,DEN,30,C,88.0,325.0,Peristeri,USA,1996.0,1.0,28.0,0.0,3.4,1.9,0.4,Career,1996,1997
Rich Laurel,Milwaukee,Bucks,MIL,12,G,78.0,190.0,Hofstra,USA,1977.0,1.0,19.0,0.0,2.4,1.0,0.3,Career,1977,1977
Joffrey Lauvergne,Denver,Nuggets,DEN,77,C,83.0,260.0,Khimki,France,2013.0,2.0,55.0,0.0,5.6,3.8,0.9,Career,2014,2017
Tony Lavelli,Boston,Celtics,BOS,16,F,75.0,185.0,Yale,USA,1949.0,1.0,4.0,0.0,6.9,2.0,0.7,Career,1949,1950
Acie Law,Atlanta,Hawks,ATL,2,G,75.0,202.0,Texas A&M,USA,2007.0,1.0,11.0,0.0,3.9,1.0,1.6,Career,2007,2010
